a,b,c,d,e,f,g,h,i,j,k,l,m
121393,110877,43167,39.21482294,-94.56309487,39.24067,-94.561856,110821,26057,39.17116553,-94.54978755,39.159245,-94.520013
177164,105811,2759499,44.96468855,-93.25076112,44.952841,-93.282121,107744,26044,45.28204473,-92.97280369,45.281075,-93.000361
79653,72105,48537,39.77871492,-86.11403525,39.772231,-86.092943,72115,26030,39.74431018,-86.1366119,39.75542,-86.139925
7435,171995,42767,39.92332353,-75.15903265,39.916569,-75.159038,171934,26014,39.92819224,-75.17671536,39.928717,-75.174221
188711,13177,113088,32.75489521,-115.5402465,32.802503,-115.561788,13134,26008,32.97902696,-115.5335857,32.989084,-115.538759
131606,219631,1351793,18.37049305,-66.06934778,18.449196,-66.040989,219017,26007,18.22427734,-65.91740767,18.222158,-65.910508
218880,136032,309763445,37.2892996,-91.33571173,40.781545,-73.94959,149738,26007,46.8949661,-102.8009252,46.89264,-102.780163
49003,58040,32357,21.38918252,-157.9329944,21.384823,-157.93634,58062,25998,21.40145966,-157.9638947,21.410333,-157.96898
177899,193096,268388,30.02401716,-94.0385338,30.114801,-94.126838,195026,25997,30.11189452,-93.7581212,30.111368,-93.736925
143084,54681,3053136,33.85599435,-84.32279805,33.778138,-84.38445,55585,25971,34.02156914,-83.91869908,34.011299,-83.896511
179345,136032,48000945,40.64040411,-74.24149023,40.781545,-73.94959,169114,25965,39.74847845,-77.55657826,39.750053,-77.58303
151107,24242,385257,33.59176089,-117.177686,33.550105,-117.16359,23760,25951,33.68255463,-117.3857488,33.680149,-117.375703
116579,108811,32807,32.31080556,-90.20898406,32.299212,-90.208938,108790,25933,32.26739721,-90.23897584,32.261778,-90.264698
23968,33331,59420,34.18023596,-119.1851955,34.170416,-119.189256,33088,25931,34.15402855,-119.1778796,34.151194,-119.18507
74196,152862,54501,39.95014488,-82.97491796,39.945401,-82.978064,153337,25929,39.96139052,-82.92337334,39.954416,-82.929583
167439,199870,2010576,40.68705241,-111.8914264,40.661939,-112.019386,200281,25914,40.03697836,-111.72097,40.034879,-111.741754
163508,121744,54496,39.4805148,-75.01219254,39.485032,-75.022181,121694,25892,39.39649245,-75.03192148,39.393653,-75.032243
109244,39945,28391,39.6803612,-75.70204576,39.67783,-75.721081,39959,25891,39.6816968,-75.76044553,39.678609,-75.748801
145060,60041,8090654,41.86509547,-87.84470604,41.997296,-87.65714,66469,25886,42.2106833,-88.23956559,42.213615,-88.234768
188757,15244,34526043,35.31903083,-119.287914,34.066842,-118.301495,13752,25884,36.07866434,-119.5593573,36.103639,-119.570268
133521,32488,77372,39.13211256,-121.6235678,39.125816,-121.612688,33474,25874,39.11025763,-121.5535538,39.119034,-121.550078
182358,13313,573451,35.35350982,-119.032844,35.379254,-118.969655,13539,25871,35.58984539,-119.3589946,35.58362,-119.347681
56600,13453,49111,35.31062114,-119.016635,35.313461,-119.008039,13417,25870,35.32794976,-119.0580438,35.32328,-119.078202
187529,105811,3041606,44.98321398,-93.26150775,44.952841,-93.282121,107150,25853,44.45324856,-93.16809773,44.463585,-93.183825
167946,12518,660893,36.79045837,-119.7701374,36.746716,-119.747729,12837,25846,36.70511842,-119.5602782,36.715069,-119.571353
104317,77330,219524,38.92506741,-94.74657071,38.974747,-94.69811,77473,25837,38.90960773,-94.69297538,38.907389,-94.696737
131259,102693,2931029,42.42863255,-83.15247952,42.420664,-83.157255,100827,25831,42.69054911,-83.19425756,42.705755,-83.203997
128280,35430,444340,38.85156067,-104.7605619,38.906846,-104.771064,35338,25823,38.92834883,-104.8535234,38.923068,-104.833892
9332,136032,6762219,40.7365688,-73.93375065,40.781545,-73.94959,132217,25820,40.57566102,-73.99460771,40.574382,-73.990985
127111,39152,120210,41.55978773,-73.03596696,41.557922,-73.041331,39118,25806,41.49484443,-73.05302041,41.492032,-73.059127
205040,136032,201005231,37.25368609,-82.81255713,40.781545,-73.94959,168685,25784,41.42598409,-78.61556933,41.428883,-78.579848
89641,60041,4508376,41.87611056,-87.74230325,41.997296,-87.65714,64076,25780,41.95414325,-87.95452553,41.966153,-87.968547
112794,48362,923969,28.56710931,-81.35347975,28.48217,-81.404735,51599,25773,28.69617959,-81.3146755,28.68531,-81.317033
179429,179766,1227659,36.08999609,-86.67137168,36.135066,-86.795582,183092,25769,36.21149251,-86.31282873,36.203748,-86.300283
165076,219631,3425071,18.28768147,-66.32466264,18.449196,-66.040989,219577,25764,17.97933147,-66.26516776,17.97803,-66.29116
157710,136032,25719073,40.63109499,-74.12896847,40.781545,-73.94959,126196,25754,40.84649611,-74.81692319,40.8453,-74.836115
136850,42527,51489,26.25746615,-81.77707611,26.262551,-81.813141,42540,25714,26.1955375,-81.78398126,26.186783,-81.788359
115155,191242,3701703,29.77978694,-95.47128474,29.715277,-95.491289,189346,25710,29.58848929,-95.67472764,29.591662,-95.665385
180262,60041,11416229,42.05513796,-87.93368891,41.997296,-87.65714,216735,25702,43.32206361,-88.33626399,43.3106,-88.377727
61133,136032,11970894,40.74209769,-73.93148186,40.781545,-73.94959,142703,25689,40.96000201,-73.72614296,40.961363,-73.737002
89962,171995,2318973,39.98707356,-75.15779212,39.916569,-75.159038,170960,25680,40.17959034,-75.1019031,40.183836,-75.101457
39332,11076,33383,37.58578945,-122.0694101,37.594619,-122.081491,11117,25655,37.57051056,-122.0464615,37.565378,-122.048519
84032,191242,1934340,29.72748736,-95.43845736,29.715277,-95.491289,191034,25643,29.67156108,-95.13218916,29.68481,-95.133433
142053,75654,303503,41.59457339,-93.66075721,41.602176,-93.665335,74502,25623,41.61382921,-93.841124,41.622616,-93.82351
122919,163733,1565639,45.52476974,-122.6602639,45.517476,-122.631465,164559,25610,45.37396472,-122.7593134,45.376879,-122.768519
67103,41798,665233,26.18537052,-80.21898103,26.15319,-80.206433,41483,25602,26.2062737,-80.11943872,26.215628,-80.134157
19933,10472,141870,37.79822056,-122.2413151,37.784163,-122.230023,10566,25600,37.76388758,-122.190452,37.766126,-122.184758
203539,136032,189422287,37.29633712,-82.25503259,40.781545,-73.94959,82020,25600,37.3340902,-85.36750753,37.343907,-85.35556
83982,209307,91878,47.2377737,-122.4534851,47.252979,-122.447035,209533,25594,47.17363917,-122.4608417,47.172558,-122.466335
84890,164791,404854,40.43065042,-79.96570086,40.439808,-79.95479,165352,25592,40.44320729,-80.05942543,40.432477,-80.062128
138812,180300,112085,35.01370599,-85.26292736,35.028626,-85.272175,180390,25592,35.11443679,-85.28335286,35.132313,-85.259656
16757,15096,114900,34.03964859,-118.1958135,34.043165,-118.206184,18014,25585,34.0234319,-118.1656868,34.024977,-118.162109
67498,102693,420532,42.3784721,-83.17202668,42.420664,-83.157255,100533,25575,42.46727296,-83.19959608,42.461206,-83.211156
196659,136032,129906914,39.69367317,-79.60094743,40.781545,-73.94959,166505,25565,41.98852572,-76.52584234,41.985479,-76.518939
216391,136032,300278969,37.43670986,-91.41614742,40.781545,-73.94959,76660,25564,38.38292244,-98.76534862,38.367011,-98.777603
186638,157285,121622,40.76144989,-82.58119398,40.764146,-82.52946,150013,25545,40.86189466,-82.32092337,40.864288,-82.308464
23528,15244,2445161,34.00095962,-118.2757875,34.066842,-118.301495,15016,25543,34.07253225,-118.2115073,34.07032,-118.203454
135596,54681,2755940,33.85198186,-84.33341479,33.778138,-84.38445,55630,25542,33.83167909,-84.04756138,33.821615,-84.049629
174421,136032,45324709,40.63239225,-74.24998943,40.781545,-73.94959,202674,25527,38.7287701,-77.76114909,38.717795,-77.781214
132246,105811,1855504,44.95799256,-93.22185109,44.952841,-93.282121,105423,25525,44.84038282,-93.43301216,44.85491,-93.439421
38794,25298,131888,34.06332583,-117.7262239,34.065804,-117.702911,25469,25518,34.04973905,-117.6550102,34.042592,-117.644116
136919,54681,2831352,33.8507531,-84.32919343,33.778138,-84.38445,55154,25505,34.09939788,-84.26827274,34.112747,-84.265174
1039,136516,32392,40.85729531,-73.92886681,40.856735,-73.929225,136532,25503,40.86537949,-73.92277946,40.865233,-73.923133
216799,136032,300990742,37.44134471,-91.43823524,40.781545,-73.94959,115774,25498,40.80546799,-99.86542299,40.779221,-99.73872
157537,79158,28031,38.46501331,-82.65256543,38.462753,-82.64501,155057,25495,38.52406435,-82.69762545,38.532781,-82.676741
194984,136032,125684575,39.75971348,-79.54627733,40.781545,-73.94959,157616,25493,41.11104618,-83.17653794,41.109192,-83.171554
184453,129630,72915,42.11058498,-76.82793101,42.077993,-76.808445,140880,25490,42.14654233,-77.07014927,42.138363,-77.042122
214243,136032,228172409,37.37583282,-83.7276311,40.781545,-73.94959,159767,25486,35.52979642,-98.81364553,35.542881,-98.6877
35577,174688,127534,41.82215993,-71.43570001,41.798319,-71.42055,174829,25470,41.83248183,-71.39976391,41.828516,-71.404002
147442,136032,17553972,40.73009678,-73.93004003,40.781545,-73.94959,124951,25449,39.84819075,-74.18828653,39.837776,-74.207796
6420,60041,30473,41.98786056,-87.65652762,41.997296,-87.65714,60105,25432,41.96889113,-87.65391666,41.964978,-87.652002
204223,136032,196439827,37.24376771,-82.62279196,40.781545,-73.94959,212570,25421,38.92338935,-79.88257301,38.919044,-79.851048
215435,136032,296794978,37.40914233,-91.24405021,40.781545,-73.94959,159983,25410,34.65678869,-99.32473756,34.624104,-99.320609
78965,35430,41200,38.92183084,-104.7560403,38.906846,-104.771064,35208,25407,38.88519043,-104.742938,38.884204,-104.761287
192725,105811,3162214,44.98404454,-93.25648443,44.952841,-93.282121,107166,25406,44.29288168,-93.27517216,44.290926,-93.278216
36883,84608,40223,29.92877592,-90.09128564,29.927681,-90.07095,84542,25403,29.94541677,-90.1217123,29.945415,-90.11732
132473,5388,3299641,33.48387858,-112.0247568,33.47851,-112.172982,4498,25385,33.43807453,-112.4081555,33.444069,-112.404222
13982,57951,41677,21.32076178,-157.8604285,21.313613,-157.85962,57976,25362,21.33542693,-157.876443,21.338007,-157.8783
101662,58555,29321,43.61085518,-116.2606554,43.603813,-116.23465,58607,25347,43.63602979,-116.3086107,43.624269,-116.304822
123997,186293,4732953,32.8462993,-96.93595874,32.809842,-96.778457,185719,25347,33.00952429,-96.53738907,33.024231,-96.553075
184895,143938,40444,34.74756953,-76.78487801,34.733244,-76.733718,144346,25339,34.90271079,-76.91685355,34.913779,-76.926168
161257,92176,477256,42.12066888,-72.5858786,42.093001,-72.56013,92480,25333,42.32339731,-72.65220557,42.323766,-72.643297
56388,33510,142796,39.72019393,-104.8677517,39.742241,-104.880273,34016,25323,39.69719742,-104.8110387,39.699549,-104.821078
132456,151428,1109806,41.47665552,-81.66600152,41.483619,-81.593708,151611,25321,41.36386051,-81.86616235,41.373871,-81.84793
180771,136032,48551950,40.63512796,-74.2534291,40.781545,-73.94959,170858,25316,41.16217037,-75.37450619,41.182001,-75.363515
97011,40684,30727,29.64920825,-82.33882344,29.646034,-82.341357,40716,25312,29.62259864,-82.36875407,29.615446,-82.376421
153678,177706,410453,34.04761975,-81.01690863,33.99971,-81.02153,177289,25307,33.99070337,-81.23467567,33.994185,-81.213491
158577,9542,267783,34.76006469,-92.32256933,34.739313,-92.321319,9666,25239,34.87488002,-92.11397308,34.859388,-92.11158
20378,61555,138502,41.79443509,-87.6998257,41.780055,-87.698696,61459,25231,41.8078055,-87.66870548,41.805991,-87.668242
116311,102693,2436242,42.41735529,-83.12984772,42.420664,-83.157255,100613,25230,42.46120031,-83.39280229,42.472291,-83.403006
156220,164791,1333433,40.43699304,-79.93478109,40.439808,-79.95479,173709,25227,40.25484172,-80.18566159,40.268541,-80.176738
191399,180800,1001626,35.95767445,-83.95083361,36.000455,-83.937753,179401,25227,35.94085526,-83.19890231,35.959917,-83.181013
201609,136032,160332297,38.27295582,-80.20692706,40.781545,-73.94959,154764,25212,39.11027376,-82.58270417,39.050672,-82.636432
163622,151428,2630020,41.32042736,-81.62072508,41.483619,-81.593708,156254,25209,41.02806877,-81.72812966,41.034149,-81.746315
195304,136032,127340979,39.71331321,-79.55292436,40.781545,-73.94959,70807,25201,38.95642656,-85.88047358,38.950797,-85.874369
33487,27989,31932,33.13436234,-117.084747,33.135644,-117.075267,27994,25200,33.13573404,-117.0551279,33.137888,-117.05795
174170,39520,28002,41.80107077,-72.27170834,41.808433,-72.253483,39552,25199,41.72001062,-72.20987303,41.714411,-72.212276
25384,191242,53794,29.71498274,-95.48878986,29.715277,-95.491289,191376,25187,29.74119905,-95.49183697,29.744896,-95.496524
204549,58705,77923,42.8921526,-112.4454981,42.879719,-112.444935,58768,25186,43.19652386,-112.3678288,43.195751,-112.351299
108457,15244,13755417,33.97155773,-118.0552105,34.066842,-118.301495,21628,25179,33.42831682,-117.6112578,33.429407,-117.621523
164384,136032,27336175,40.66117829,-74.12511337,40.781545,-73.94959,166757,25179,40.4324349,-75.35315922,40.436602,-75.349466
100099,151428,788570,41.47511041,-81.65738286,41.483619,-81.593708,154903,25171,41.64112802,-81.45806148,41.62994,-81.475201
187944,163733,2635073,45.38960843,-122.7450368,45.517476,-122.631465,163398,25155,44.52414226,-122.8997892,44.543467,-122.9116
166373,60041,10361050,42.03663442,-87.87191024,41.997296,-87.65714,66405,25149,42.31345845,-88.43909435,42.320733,-88.446941
145401,205239,44979,37.40333152,-79.17657703,37.396492,-79.17637,205256,25145,37.3481224,-79.21411159,37.347912,-79.21802
15533,15244,845251,34.04467322,-118.2917101,34.066842,-118.301495,15822,25142,33.95189929,-118.2906887,33.948278,-118.287806
117703,39933,285754,39.70405363,-75.63799707,39.639942,-75.691129,40027,25141,39.69225337,-75.56589574,39.67963,-75.57125
202791,136032,162124347,38.27768388,-80.25429055,40.781545,-73.94959,205210,25140,37.77296623,-79.40453077,37.790086,-79.438123
219346,3755,45782,58.16699257,-134.8003432,58.388722,-134.577773,3818,25133,55.69892382,-132.1576621,55.359295,-131.687667
210724,140369,85740,44.74349047,-75.06807661,44.661691,-74.973038,131068,25130,44.86011055,-74.33927015,44.855071,-74.290415
155164,181426,75787,36.60624427,-87.4177763,36.596035,-87.405952,181401,25107,36.515409,-87.33339581,36.53689,-87.355904
207818,35623,35734,39.45050939,-107.2130717,39.391358,-107.214912,35636,25074,39.55299791,-107.6831809,39.53368,-107.791785
207383,136032,212167237,37.42055865,-83.16605657,40.781545,-73.94959,75355,25071,41.37494294,-93.00772963,41.401443,-92.917981
100868,196870,380332,32.85440081,-97.20921094,32.874311,-97.285135,196916,25026,32.95276022,-97.27579888,32.949166,-97.274259
176862,136032,46941921,40.63899007,-74.2231001,40.781545,-73.94959,125005,25014,39.59313862,-74.35396474,39.586908,-74.360529
39197,90225,377962,39.31178709,-76.61205278,39.311695,-76.642179,90429,25009,39.27038207,-76.69748786,39.27572,-76.698445
1631,136103,220715,40.78761091,-73.97526046,40.782963,-73.972877,135954,25002,40.76285941,-73.98901443,40.765704,-73.985472
181607,212144,30071,37.36741477,-81.09905928,37.38084,-81.104053,212165,24995,37.2667849,-81.24766743,37.255386,-81.216239
125039,146830,38603,35.32951485,-80.79418634,35.318055,-80.786108,143780,24994,35.38242083,-80.76452362,35.39691,-80.747618
75872,62293,39699,42.00712959,-88.1475072,42.007274,-88.125648,62264,24959,42.04665083,-88.13104436,42.035352,-88.126855
50275,24767,30785,38.71732211,-121.3585746,38.718201,-121.369101,24738,24956,38.68897774,-121.3571462,38.692086,-121.359595
163032,111242,210567,37.18275663,-93.29578578,37.202321,-93.281898,110766,24947,37.04447298,-93.3027659,37.060894,-93.282878
127957,42956,682454,30.28806922,-81.60503421,30.256345,-81.777572,42422,24941,30.19244889,-81.80743207,30.178748,-81.814868
122182,171995,3336964,40.00859565,-75.10345249,39.916569,-75.159038,121465,24940,39.76756076,-75.00492675,39.750744,-75.010929
152083,176589,317891,34.85404258,-82.33237112,34.86094,-82.348596,176717,24913,34.71444469,-82.26792223,34.722058,-82.271596
167169,136032,28035421,40.66183021,-74.1414112,40.781545,-73.94959,137859,24907,41.43552488,-73.64357084,41.445952,-73.668722
86736,186293,1716597,32.89057324,-96.75717597,32.809842,-96.778457,187501,24904,32.75152433,-96.56968871,32.754103,-96.555035
198456,191242,18147264,31.05642253,-96.56564972,29.715277,-95.491289,159210,24898,33.99961655,-96.38860183,34.004697,-96.381932
211731,15244,45275554,35.21528278,-118.1928397,34.066842,-118.301495,117167,24877,39.47358375,-118.7956673,39.467685,-118.769588
192627,10149,366425,36.22761017,-94.17207614,36.193099,-94.151812,8321,24874,36.19847842,-94.52060572,36.191021,-94.55451
126171,87995,28660,38.62932121,-76.93461954,38.614287,-76.956368,87968,24871,38.59942545,-76.90396598,38.601652,-76.895739
122144,144490,30916,35.0303001,-78.97279074,35.011875,-78.996962,144512,24836,35.06640405,-78.99661651,35.067514,-79.004051
33855,136032,9002565,40.73526329,-73.92644024,40.781545,-73.94959,140091,24817,40.58826155,-74.15821129,40.585652,-74.159592
189643,60041,12925620,42.08863626,-87.90818627,41.997296,-87.65714,214130,24805,42.95680995,-88.82735223,42.909163,-88.844026
58830,194838,30622,27.74366763,-97.40613101,27.739131,-97.413177,194794,24803,27.77616389,-97.41888857,27.783142,-97.40462
184337,8014,160842,32.67461426,-114.5949877,32.725949,-114.640508,8124,24787,32.49504376,-114.771678,32.488255,-114.75205
216983,136032,301356639,37.44639688,-91.44865069,40.781545,-73.94959,164324,24765,45.35211589,-118.02452,45.319896,-118.090734
118536,36391,39904,39.08569728,-108.5334271,39.079406,-108.544031,36455,24764,39.07702927,-108.4644922,39.073985,-108.451708
117182,54681,1289451,33.8644584,-84.27133175,33.778138,-84.38445,55550,24749,33.97722817,-84.02319796,33.983904,-84.042354
179999,169062,61740,39.93053987,-77.63582983,39.930182,-77.65693,168034,24749,40.04895645,-77.52179959,40.052015,-77.524737
69885,40333,1772158,38.92164588,-77.03673552,38.929186,-77.039296,89462,24744,38.85066552,-76.89037975,38.865649,-76.889194
214662,104174,35112,46.71766577,-95.78657634,46.808411,-95.83816,106577,24732,46.34031636,-96.06815089,46.292124,-96.06006
74803,184398,88271,29.50819037,-98.67472952,29.51595,-98.688349,184415,24728,29.46293986,-98.64920612,29.461493,-98.637523
99073,179909,64706,36.06774429,-86.71047691,36.084033,-86.715343,179736,24719,36.07384678,-86.64300991,36.052913,-86.633656
199758,136032,137016064,39.59257799,-79.79418549,40.781545,-73.94959,216360,24716,43.51409437,-89.75301856,43.480066,-89.753289
192397,136032,114207891,39.8063415,-79.32509082,40.781545,-73.94959,3338,24694,33.8397391,-87.24490415,33.840467,-87.268372
114847,34616,1984905,39.72212432,-104.9675068,39.694929,-105.020282,33632,24685,39.82127933,-104.9139103,39.810682,-104.917174
186025,80461,1151700,38.18439155,-85.70906151,38.228209,-85.758344,81969,24670,38.2092174,-85.22467259,38.218101,-85.247063
125601,183521,111423,31.10813106,-97.7430437,31.105509,-97.759233,183490,24665,31.06104142,-97.68506716,31.066422,-97.69037
215417,136032,296739966,37.40869665,-91.24269349,40.781545,-73.94959,36575,24654,38.06293752,-103.7047242,37.978918,-103.542294
197261,136032,131055204,39.69336874,-79.64689364,40.781545,-73.94959,376,24653,32.87382767,-86.66844439,32.87624,-86.655242
65885,151428,175107,41.49334485,-81.59308916,41.483619,-81.593708,151676,24634,41.50204438,-81.55400262,41.508317,-81.549435
45586,11141,224984,37.56541846,-122.0164894,37.552132,-121.988578,11221,24612,37.53486276,-122.0397463,37.536256,-122.034869
142552,114550,1620970,38.65912764,-90.39818975,38.576267,-90.236495,67780,24605,38.62120689,-90.12695958,38.612407,-90.160348
197020,136032,130358606,39.69165284,-79.60966304,40.781545,-73.94959,167254,24605,40.86815192,-78.28243466,40.901314,-78.216523
121691,186293,4558135,32.85135831,-96.94180869,32.809842,-96.778457,187409,24600,32.5847681,-96.93254197,32.57834,-96.931048
54153,26901,54615,32.81497772,-117.1762606,32.821974,-117.173173,26932,24594,32.78173842,-117.1715403,32.784326,-117.166757
72210,188209,134058,33.00229074,-96.86882415,32.995185,-96.845569,185966,24584,32.99631875,-96.78799634,33.001094,-96.800436
7417,142385,35016,40.93106211,-73.89407102,40.926233,-73.897404,142393,24573,40.91759439,-73.89797611,40.921831,-73.899334
140630,26120,222329,34.47531062,-117.3352642,34.515904,-117.342373,26087,24562,34.47813925,-117.2008759,34.479144,-117.204329
78957,90225,915830,39.32295534,-76.61502953,39.311695,-76.642179,90458,24545,39.2288655,-76.60419732,39.232628,-76.59864
177448,15244,20567885,33.82840618,-117.8611152,34.066842,-118.301495,32951,24545,34.43229714,-119.2763326,34.440411,-119.283843
73887,32978,29186,34.26608709,-119.211156,34.269718,-119.206003,32971,24542,34.27571833,-119.1738768,34.264931,-119.169256
73049,98150,89282,42.94975217,-85.65256602,42.950064,-85.644016,98099,24540,42.97674378,-85.69025348,42.980277,-85.691334
173120,136032,38085985,40.33436249,-74.78158027,40.781545,-73.94959,171566,24527,40.85828666,-75.23207555,40.870682,-75.211467
37603,40333,756256,38.88569965,-77.05259272,38.929186,-77.039296,204763,24518,38.80992988,-77.05206306,38.796148,-77.045138
68906,83612,36237,29.90099742,-90.03839452,29.904914,-90.040403,84160,24511,29.92812568,-90.01353329,29.921761,-90.010294
111300,136032,14118024,40.73862979,-73.9391821,40.781545,-73.94959,122328,24505,40.7893051,-74.32250767,40.799714,-74.30871
193610,136032,121187558,39.84765962,-79.40024574,40.781545,-73.94959,72403,24474,40.71956846,-86.0939535,40.761304,-86.053893
45934,151119,108786,41.47519946,-81.77381197,41.473943,-81.756553,151150,24464,41.46123676,-81.71406288,41.465823,-81.722316
86034,21970,387279,33.58380404,-117.6826612,33.578711,-117.733027,21586,24454,33.64669342,-117.5838454,33.650331,-117.593648
15992,171995,710029,39.96781032,-75.17016163,39.916569,-75.159038,172022,24445,39.92285338,-75.23178148,39.918817,-75.233718
143505,146580,755412,35.19656092,-80.80379831,35.1934,-80.721041,146987,24431,35.10850192,-80.98289806,35.103713,-80.971865
199484,81220,29279,37.14666774,-82.64887729,37.115417,-82.800137,204584,24425,36.95962256,-82.55064519,36.987047,-82.541922
215903,136032,297948562,37.41324245,-91.28210508,40.781545,-73.94959,24164,24420,33.59183494,-114.6911053,33.603229,-114.587684
186065,49885,14887681,27.30192033,-81.23241607,27.783201,-82.632914,42673,24417,26.42571788,-81.43581694,26.429069,-81.447792
118659,199870,895129,40.66379249,-111.9201227,40.661939,-112.019386,199739,24380,40.52045128,-111.9510527,40.511529,-111.949707
211576,76512,141919,42.5249451,-96.36306299,42.508267,-96.397865,76185,24366,43.08667552,-96.14656276,43.083428,-96.165102
162303,163733,1825128,45.51435368,-122.6651811,45.517476,-122.631465,206784,24352,45.77615314,-122.5451813,45.786967,-122.563666
98509,152712,614819,39.9885168,-82.97891375,39.996105,-83.013226,152962,24330,40.05860201,-83.06254864,40.068477,-83.078813
209262,136032,219317470,37.36087468,-83.47167239,40.781545,-73.94959,212730,24321,38.30294053,-80.73669358,38.393094,-80.558071
144348,171995,4782067,39.99004782,-75.16678495,39.916569,-75.159038,171378,24310,40.31448999,-75.32967771,40.304301,-75.320593
75898,118004,1392788,36.15077377,-115.1618865,36.205145,-115.108802,117779,24304,36.17622239,-115.3352055,36.178938,-115.332516
71497,26637,1281001,32.71416581,-117.0988108,32.715551,-117.164636,27236,24300,32.63418435,-116.9531606,32.631986,-116.948872
187809,207675,3858049,47.51827981,-122.3201858,47.619879,-122.324197,209139,24296,47.21668812,-123.0852212,47.205398,-123.113132
212922,34616,4457020,39.65951687,-104.9994763,39.694929,-105.020282,36542,24296,40.25550225,-103.7477026,40.257317,-103.807009
67546,194838,122020,27.74740793,-97.40913589,27.739131,-97.413177,194964,24284,27.6808898,-97.39979999,27.679139,-97.411742
141525,124273,46818,40.31605305,-74.3072624,40.311401,-74.326857,124312,24277,40.26296152,-74.27117515,40.254202,-74.276841
19116,136032,7937507,40.73695007,-73.9254219,40.781545,-73.94959,139242,24275,40.78422907,-73.84591038,40.779389,-73.844199
198672,136032,133750545,39.6388284,-79.69320838,40.781545,-73.94959,152347,24251,41.27671905,-84.36187485,41.279442,-84.363275
187740,72105,1792699,39.84998542,-86.07016951,39.772231,-86.092943,73221,24245,39.52018746,-85.77351839,39.517459,-85.778703
213696,58555,672564,43.6573541,-116.4684374,43.603813,-116.23465,59045,24241,43.12640969,-115.7262994,43.149712,-115.694154
192885,49885,16778922,27.57897773,-81.28640961,27.783201,-82.632914,42735,24239,27.21622991,-81.85979899,27.205979,-81.85238
92771,5388,2315095,33.47603368,-112.0060248,33.47851,-112.172982,6455,24215,33.6688185,-112.2078403,33.67628,-112.198412
193673,84608,4180966,30.29629856,-89.73371623,29.927681,-90.07095,83931,24207,29.49034533,-90.32543419,29.563909,-90.377585
196312,136032,128825983,39.69926345,-79.58167232,40.781545,-73.94959,146455,24191,35.17190287,-83.38102636,35.187939,-83.402258
82525,102693,1464916,42.38527323,-83.12744669,42.420664,-83.157255,102345,24181,42.36886664,-83.00148518,42.372699,-83.004348
205283,136032,201600778,37.25407834,-82.82629729,40.781545,-73.94959,216411,24180,44.79079694,-88.57564774,44.771001,-88.613925
156921,94743,3231826,42.39628991,-71.11439389,42.336346,-71.081034,93369,24169,42.41950716,-71.44576315,42.42819,-71.445291
71426,60041,3667527,41.87516617,-87.71334305,41.997296,-87.65714,63067,24155,41.73320882,-87.82254729,41.742369,-87.821832
77735,205823,47444,37.55287352,-77.46275073,37.547135,-77.450828,205803,24152,37.5412201,-77.41271704,37.530868,-77.423234
141891,204313,50856,38.26117171,-77.54733563,38.277602,-77.529419,205050,24140,38.29860846,-77.4807061,38.3025,-77.474541
171862,136032,37605152,40.33370255,-74.78086187,40.781545,-73.94959,123119,24122,40.50036553,-74.85188236,40.508953,-74.86332
119571,96762,90132,43.03932929,-83.70486391,43.033504,-83.731569,97087,24121,42.98135696,-83.68218357,42.992775,-83.700074
91044,23343,377355,33.91538271,-117.4777236,33.928188,-117.426523,23381,24079,33.99710148,-117.4157593,33.996592,-117.400244
150138,147427,36420,34.78309852,-77.42297018,34.777238,-77.421945,147437,24078,34.74626749,-77.35621561,34.755025,-77.368756
95017,44204,506119,28.00091774,-82.48521019,28.061607,-82.430585,44351,24076,28.09912616,-82.5118842,28.105602,-82.506035
42527,30322,791640,37.33219997,-121.8946911,37.339847,-121.835968,30766,24047,37.33556263,-122.0390379,37.339314,-122.038096
198652,191242,18197999,31.06342575,-96.56528974,29.715277,-95.491289,198209,24047,30.16101579,-96.38966977,30.155991,-96.40758
219368,136032,312400141,37.28241094,-91.76714215,40.781545,-73.94959,3664,24024,61.09861612,-162.8959829,60.801723,-161.823464
143523,136032,17350832,40.7302565,-73.92837543,40.781545,-73.94959,123832,24010,40.33385195,-74.4487775,40.346069,-74.41902
158058,82924,388978,30.44154562,-91.10414897,30.490622,-91.133219,84031,23976,30.49819346,-90.94211849,30.498566,-90.935283
216052,127379,168532,36.90629289,-108.0805183,36.751907,-108.190097,36495,23947,37.38148662,-108.5460754,37.345712,-108.572555
170231,60041,10499131,42.03812192,-87.87768736,41.997296,-87.65714,217047,23944,43.11268731,-88.48348475,43.104637,-88.500739
181479,82186,24524,36.96075377,-84.09468718,36.932105,-84.108002,81153,23938,37.09809331,-84.08351113,37.127535,-84.101035
163575,94743,5273694,42.25979065,-71.23155732,42.336346,-71.081034,95612,23918,42.11348088,-71.64936318,42.116465,-71.678195
123227,1295,139897,33.49052352,-86.84177958,33.497751,-86.883783,1238,23915,33.54851573,-86.73516708,33.561012,-86.723987
146081,77330,1257291,39.03202862,-94.60326327,38.974747,-94.69811,110689,23900,38.82350591,-94.52466298,38.80781,-94.541677
205524,136032,202958838,37.25040162,-82.83946572,40.781545,-73.94959,52252,23898,31.69148524,-83.25176897,31.731082,-83.244325
134151,34616,2104495,39.71770332,-104.9623595,39.694929,-105.020282,34967,23876,39.7824938,-104.7523562,39.778204,-104.744491
