a,b,c,d,e,f,g,h,pop,j,k,l,m
4735,103360,290915602,36.33495551,116.1177127,34.875,113.625,106284,1925653,33.625,119.1105819,33.625,119.125
4763,151933,120145583,11.54798371,77.89662831,11.125,75.875,153926,4855425,9.925490276,78.0626172,9.875,78.125
4875,146462,5195954,14.6045308,-90.60504313,14.625,-90.625,146067,1493958,14.875,-91.37312997,14.875,-91.125
4900,125509,925256482,26.69953508,83.01257612,25.625,85.125,124356,1266377,26.125,78.11454478,26.125,77.875
4927,170762,22361101,-2.39722584,29.85507122,-1.875,30.125,171899,2234863,-2.541113202,28.91529878,-2.625,28.875
4942,103360,300723535,36.2966567,116.1976473,34.875,113.625,112517,124159999,31.15687276,120.4749756,31.125,121.375
4943,103360,424883534,34.7947026,117.4475736,34.875,113.625,110566,5975128,31.85472943,117.2769175,31.875,117.375
4955,103360,434758663,34.73772338,117.4615138,34.875,113.625,106875,1505917,33.375,120.0975425,33.375,120.125
4979,159597,37729515,5.5287024,7.314703598,6.125,6.875,160331,2410811,5.53932603,5.899795079,5.625,5.875
5024,116286,14675841,29.57632051,106.0747523,29.625,106.625,118091,2256966,28.96237238,105.3392825,28.875,105.375
5032,103360,439614566,34.72013575,117.4824484,34.875,113.625,108058,7585940,32.87096105,112.4823756,32.875,112.625
5066,135612,1626221,20.625,-101.1256569,20.625,-101.375,135616,1533933,20.625,-100.3768311,20.625,-100.375
5129,113758,25906245,30.73959081,104.2309028,30.625,104.125,113110,1453421,30.875,106.1269332,30.875,106.125
5145,134343,1840744,21.48917394,39.25074617,21.375,39.375,133256,1538621,21.99664334,39.125,21.875,39.125
5184,119905,15704961,28.0664255,113.0151278,28.125,112.875,121071,1684425,27.625,111.7282174,27.625,111.375
5187,125509,934571449,26.71504485,82.95279793,25.625,85.125,136502,14056041,20.47613577,86.08517353,20.375,85.875
5196,125509,950146691,26.62220146,82.99692743,25.625,85.125,104990,5912391,33.92741961,74.89763133,34.125,74.875
5202,167843,25004491,0.515935502,33.80215584,0.125,34.625,168879,4639923,-0.679559203,34.95354064,-0.625,34.875
5302,113758,30233275,30.71283995,104.4353375,30.625,104.125,116286,20497188,29.42809028,105.8913928,29.625,106.625
5312,54076,3618692,52.49157341,-1.916961018,52.375,-1.875,52648,1900756,52.7592817,-1.211531359,52.875,-1.125
5389,105985,4082388,33.51437676,36.33539193,33.625,36.375,105409,3675438,33.83398911,35.56735843,33.875,35.625
5496,158656,11915610,6.992053953,80.22747088,6.875,79.875,159769,1239252,6.125,80.35184047,6.125,80.125
5504,105905,5250760,33.59256151,-7.563126766,33.625,-7.625,104764,2725018,33.99649874,-6.826157203,34.125,-6.875
5512,96158,5573603,37.81850898,112.5756352,37.875,112.625,97986,2448782,37.23877626,112.0079757,37.125,111.875
5527,103360,458030951,34.68416738,117.4191199,34.875,113.625,119936,15334876,28.12758031,120.8994995,28.125,120.625
5589,89021,17989742,40.75647266,-73.90925299,40.625,-73.875,90947,4880890,40.0044516,-75.16322909,39.875,-75.125
5594,145586,2071536,15.50907044,74.93503782,15.375,74.875,144774,1218784,15.875,74.59275413,15.875,74.625
5617,103360,475683423,34.45493777,117.5319645,34.875,113.625,113810,1395660,30.625,117.1288785,30.625,117.125
5679,119905,18720835,28.02203397,112.8242207,28.125,112.875,122213,2896962,27.18978968,111.4036664,27.125,111.375
5683,119905,22564320,27.88804311,112.5966597,28.125,112.875,122795,4062638,26.78044998,112.3995711,26.875,112.625
5704,138858,58050280,19.56518304,73.20148447,19.125,72.875,130713,31633670,22.92702375,73.18368229,23.125,72.625
5799,103360,481451107,34.4278565,117.5309384,34.875,113.625,91345,1136603,39.875,119.5597754,39.875,119.625
5856,131911,94959032,22.94113606,114.1602047,22.625,114.125,128826,1243838,24.125,115.6265434,24.125,115.625
5899,159597,44092077,5.554829803,7.181944976,6.125,6.875,159592,1588867,6.244804553,5.580588794,6.125,5.625
5933,51226,10518518,53.51205576,-2.073248912,53.375,-2.125,54076,6205729,52.58663158,-1.677836137,52.375,-1.875
5938,87817,17177115,41.05225987,29.00534628,41.125,28.875,90420,2456488,40.15088655,29.0935201,40.125,29.125
5960,86174,15249558,41.51116942,123.2263378,41.875,123.375,88131,1020187,41.125,122.1617844,41.125,122.125
6009,150682,14980504,11.89623028,8.43660255,11.875,8.375,151768,1093349,11.125,7.708487752,11.125,7.625
6070,102800,6472870,35.26112304,129.0179135,35.125,129.125,101044,2621997,35.875,128.6285365,35.875,128.625
6073,103360,487956524,34.4214994,117.5518971,34.875,113.625,100439,2682841,36.12529418,113.057682,36.125,113.125
6079,138858,93941718,20.7481477,73.22743458,19.125,72.875,128653,1088250,24.125,72.36917459,24.125,72.375
6128,125509,979055239,26.6924288,82.84663478,25.625,85.125,127631,1114947,24.625,80.85357073,24.625,80.875
6141,105340,1248503,33.875,-5.418075788,33.875,-5.625,104772,1034348,34.125,-4.992713284,34.125,-4.875
6239,133394,1832513,21.875,82.62981334,21.875,82.875,132845,1267552,22.125,82.13598535,22.125,82.125
6243,134988,7826259,21.24179501,81.59743884,21.125,81.375,133394,3965295,21.99084844,82.43441727,21.875,82.875
6339,126738,11222930,24.99666698,121.391517,25.125,121.625,128838,4573342,24.09255228,120.6213301,24.125,120.625
6400,138858,99476579,20.87402785,73.23199478,19.125,72.875,135969,1067456,20.625,74.61641089,20.625,74.625
6414,125509,989060414,26.69420859,82.81018414,25.625,85.125,138431,2609870,19.48438332,84.83750675,19.375,84.875
6420,131911,99562158,22.97697714,114.2070077,22.625,114.125,127780,26329757,25.09959463,118.6022681,24.625,118.125
6453,151933,142386361,11.42298858,77.9034856,11.125,75.875,149384,2151139,12.88138917,74.97164554,12.875,74.875
6462,103360,499369842,34.42050849,117.5128557,34.875,113.625,109918,1542814,32.125,112.1472916,32.125,112.125
6510,138858,103348047,20.86948476,73.28616176,19.125,72.875,137431,3307992,19.87353778,75.49231437,19.875,75.375
6527,150682,19396983,11.83514973,8.333473942,11.875,8.375,149233,3627512,12.97820814,8.02593141,12.875,7.625
6544,54818,9283501,52.0978067,4.800995188,52.125,4.375,58541,5180300,50.98215258,4.33265168,50.875,4.375
6563,113758,63827195,30.23420996,105.1291723,30.625,104.125,112461,1187804,31.125,107.3839207,31.125,107.375
6607,143499,8612978,16.67863897,74.550134,16.625,74.375,145586,3290320,15.64461625,74.80825079,15.375,74.875
6697,131895,4896872,22.61069408,110.2519928,22.625,110.125,130861,1095351,23.125,109.6449075,23.125,109.625
6699,131895,6246643,22.72182501,110.1403679,22.625,110.125,129838,2174805,23.48364974,110.2957139,23.625,110.375
6732,138858,109120206,20.83145603,73.38566116,19.125,72.875,134965,3018434,21.01740969,75.68066943,21.125,75.625
6773,138858,116310446,20.84682971,73.52542056,19.125,72.875,131758,7202400,22.72138822,75.88036241,22.625,75.875
6795,141788,4711718,17.78767983,83.15545943,17.625,83.125,140379,1400390,18.375,83.7542947,18.375,83.875
6835,118725,12628962,28.40228621,116.1063259,28.625,115.875,119326,2661100,28.46001907,118.0404112,28.375,118.125
6846,116919,2005475,29.30985434,113.1685771,29.375,113.125,116916,1731728,29.46827331,112.4149474,29.375,112.375
6855,119905,37013792,27.65012193,112.5689555,28.125,112.875,117519,1225977,29.125,111.6376634,29.125,111.625
6856,119905,38239769,27.69740691,112.539098,28.125,112.875,116919,5355030,29.45629418,112.6766237,29.375,113.125
6884,134046,11819784,21.50383875,110.5013961,21.625,110.875,131895,8869758,22.91617142,110.1710781,22.625,110.125
6978,113799,21419962,30.57505088,114.2811554,30.625,114.375,114436,1464656,30.375,112.2265023,30.375,112.125
6982,158848,42625947,7.064911957,3.889368232,6.625,3.375,159585,3240950,6.175407442,1.177635261,6.125,1.125
7104,119905,46234817,27.97669228,112.5443993,28.125,112.875,113799,23904034,30.54800537,114.0666785,30.625,114.375
7142,134046,24871811,22.13892262,110.2906837,21.625,110.875,133507,1096134,21.875,111.8885592,21.875,111.875
7143,131911,128084321,23.43328018,115.1462875,22.625,114.125,134046,25967945,22.12778217,110.3581317,21.625,110.875
7171,126738,16583099,24.69286097,121.1440216,25.125,121.625,131920,5179030,22.84811784,120.3384754,22.625,120.375
7218,123698,2495139,26.37692334,49.92929247,26.375,49.875,124265,1284406,26.125,50.58552241,26.125,50.625
7235,103360,508013347,34.38791128,117.4736527,34.875,113.625,119905,70648237,28.8414547,113.0647418,28.125,112.875
7236,103360,578661584,33.71074972,116.935373,34.875,113.625,118725,16760367,28.4499822,116.4916769,28.625,115.875
7239,103360,595833769,33.55873474,116.9218728,34.875,113.625,116323,2025441,29.717272,115.8295461,29.625,115.875
7272,141326,2199372,17.97510517,79.61143829,17.875,79.625,140360,1977082,18.48616977,79.13627495,18.375,79.125
7276,142210,15113268,17.45599086,78.32490203,17.375,78.375,141326,4877255,18.21409058,79.35384127,17.875,79.625
7305,142210,27196296,17.79034112,78.6422387,17.375,78.375,138876,5146360,19.11367394,77.05580925,19.125,77.375
7322,120898,11959809,27.54929683,68.54789329,27.625,68.125,118543,2627573,28.48912109,70.31202344,28.625,70.375
7346,167843,34319509,0.359957033,34.03929524,0.125,34.625,168535,1028163,-0.375,36.11553652,-0.375,36.125
7355,113758,71057689,30.2301215,105.2360476,30.625,104.125,113119,1534967,30.97477201,108.3961987,30.875,108.375
7375,135612,3476939,20.64777758,-100.8180126,20.625,-101.375,134590,2012221,21.125,-101.6380163,21.125,-101.625
7388,135979,1696391,20.74499076,77.10792787,20.625,77.125,134974,1575836,21.02478526,77.70291055,21.125,77.875
7471,54818,17455928,51.68117089,4.749577923,52.125,4.375,57041,13467074,51.20836323,6.908768564,51.375,6.875
7541,142210,34299912,18.01445899,78.34188,17.375,78.375,143948,18995486,16.58395108,81.05393737,16.375,80.375
7561,125509,1006510809,26.6710519,82.79129127,25.625,85.125,120898,16939146,27.81201124,68.94230271,27.625,68.125
7614,104509,21069794,34.45963251,108.8543224,34.375,108.875,102751,2657931,34.90381715,110.9297214,35.125,110.875
7757,138858,139412685,21.00126245,73.79757667,19.125,72.875,130215,5487928,23.33945229,77.2402778,23.375,77.375
7823,125509,1030189927,26.7018164,82.53698639,25.625,85.125,126035,1014347,25.375,78.58350311,25.375,78.375
7836,156754,1210613,8.125,124.1176923,8.125,124.125,156362,1130255,8.375,124.6388144,8.375,124.625
7896,101562,2186651,35.66003177,111.1736301,35.625,111.375,100433,1704684,36.18085067,111.5834584,36.125,111.625
7934,177333,145684261,-7.03069993,109.2682199,-6.125,106.875,176201,4008975,-5.350660237,105.2620824,-5.375,105.125
7947,142210,57606906,17.50678328,79.29168584,17.375,78.375,140349,1280375,18.375,76.48371776,18.375,76.375
7960,138858,148865336,21.13669888,73.94525601,19.125,72.875,142210,61551011,17.56390359,79.11663107,17.375,78.375
7962,138858,210616599,20.09114081,75.45885905,19.125,72.875,141759,1956537,17.74443309,75.86670307,17.625,75.875
8012,138858,215658970,20.05548084,75.47230591,19.125,72.875,143499,16130256,16.44290111,74.66780899,16.625,74.375
8042,104509,25075772,34.53819324,109.1180993,34.375,108.875,101562,4094313,35.88753403,111.3666407,35.625,111.375
8046,103360,617941718,33.43247732,116.8609164,34.875,113.625,104509,29969131,34.74484824,109.4742621,34.375,108.875
8095,125509,1036402824,26.69721005,82.53269048,25.625,85.125,123215,1537397,26.48889739,74.67847561,26.625,74.625
8099,101639,43772389,35.73325354,139.6436629,35.625,139.625,104003,29707568,34.8776959,136.071288,34.625,135.625
8105,103360,648085243,33.4928129,116.5179296,34.875,113.625,113787,1048109,30.625,111.3824284,30.625,111.375
8127,138858,236672070,19.76062259,75.41413067,19.125,72.875,141788,7796128,17.98102164,83.29608313,17.625,83.125
8134,138858,245048370,19.70149244,75.67728474,19.125,72.875,135979,3674559,20.88165073,77.38989335,20.625,77.125
8151,159597,49090740,5.606836814,7.148026328,6.125,6.875,158848,49075430,7.021239269,3.628256859,6.625,3.375
8153,150682,26702005,12.03494809,8.266671019,11.875,8.375,152549,1434860,10.52230967,7.396993958,10.625,7.375
8183,138858,251665316,19.72170272,75.71282696,19.125,72.875,133351,1282675,21.75170435,72.03322402,21.875,72.125
8227,139518,6249179,18.72653026,-72.45730361,18.625,-72.375,137606,1039627,19.625,-72.34036402,19.625,-72.125
8260,125509,1038968617,26.69603343,82.51694095,25.625,85.125,138858,259204491,19.69602953,75.72017067,19.125,72.875
8381,173158,1152796,-3.375,36.68334163,-3.375,36.625,173161,1027997,-3.375,37.39748961,-3.375,37.375
8396,89021,24449033,40.564274,-74.21935286,40.625,-73.875,86407,1432195,41.51768396,-72.89616768,41.625,-72.875
8416,60848,6162434,49.80636624,8.581009549,50.125,8.625,64804,3881410,48.81533489,9.116431078,48.875,9.125
8452,127046,14918223,24.92215327,67.10792702,24.875,67.125,125995,8555010,25.4808201,68.64145685,25.375,68.375
8459,103360,654837377,33.46810717,116.4919776,34.875,113.625,96803,3383244,37.5256039,121.1097043,37.625,121.375
8580,56276,17630473,51.50919078,-0.184990761,51.625,-0.125,58520,1175557,50.875,-1.208388343,50.875,-1.375
8638,125509,1309768866,25.29689444,81.1374322,25.625,85.125,127602,1671558,24.50172279,73.85934858,24.625,73.625
8683,109609,20572716,32.06537361,35.31481108,32.125,34.875,105985,8769682,33.6530793,35.93179468,33.625,36.375
8701,103360,663731009,33.47772955,116.5129273,34.875,113.625,96158,8442876,37.63306126,112.4038745,37.875,112.625
8716,134988,16410797,21.59763809,81.9764689,21.125,81.375,134466,1786230,21.48231177,80.19886913,21.375,80.125
8794,167843,37533418,0.297476811,34.15532785,0.125,34.625,169993,11226041,-1.089263181,36.97705684,-1.375,36.875
8815,131911,163112628,23.20485925,114.2218726,22.625,114.125,131370,3657419,22.85996624,108.3596583,22.875,108.375
8826,153181,4397697,10.35187972,123.8452082,10.375,123.875,152783,4243772,10.74649427,122.7986776,10.625,122.875
8885,54818,34872235,51.41370991,5.66351633,52.125,4.375,59291,3102398,50.59112983,3.070006572,50.625,3.125
8926,152365,35451168,10.56190108,106.2930323,10.875,106.625,151223,4124931,11.55642946,104.8817695,11.625,104.875
9012,106591,9300314,33.40646262,44.3295324,33.375,44.375,109026,3045108,32.37551074,44.28414542,32.375,44.375
9096,134988,18531720,21.57573254,81.78297527,21.125,81.375,135505,2585767,21.16045563,83.67674674,20.875,83.375
9102,125509,1324915617,25.26399057,81.0870768,25.625,85.125,134988,21959435,21.51349879,82.05196196,21.125,81.375
9103,125509,1346875052,25.20284259,81.10280828,25.625,85.125,134979,5203095,21.12600402,79.04194756,21.125,79.125
9283,145593,4324792,15.36665388,76.78883146,15.375,76.625,144788,1199011,15.875,77.79921963,15.875,78.125
9285,125509,1355788248,25.18342945,81.08625857,25.625,85.125,145593,5746403,15.49241436,77.01267543,15.375,76.625
9355,158609,22850131,7.114745343,38.0862365,6.875,38.375,155064,8393194,8.947942792,38.69674381,9.125,38.625
9435,125509,1369089931,25.09758323,81.04878915,25.625,85.125,132800,4364681,22.23352626,70.77771534,22.125,70.875
9588,104603,17570831,33.99354755,-118.000356,34.125,-118.375,108112,5148546,32.70968925,-117.0499064,32.625,-117.125
9591,125509,1380278362,25.08357029,80.9822491,25.625,85.125,145582,1130212,15.46778989,73.92042356,15.375,73.875
9615,56276,19648703,51.47043028,-0.247548012,51.625,-0.125,51226,18552919,53.17579486,-1.937966898,53.375,-2.125
9716,125509,1385584441,25.06295991,80.96286992,25.625,85.125,121578,8406286,27.0927574,94.62329455,27.375,95.125
9766,125509,1394846742,25.07287877,81.0470281,25.625,85.125,151933,153726077,11.50682954,77.80561672,11.125,75.875
9767,125509,1548572819,23.72618361,80.72525476,25.625,85.125,147151,4810806,14.28092522,75.76068251,14.375,75.875
9818,96815,33179724,37.29732147,127.0154508,37.625,127.125,93194,9743754,38.99587269,125.7233528,39.125,125.875
9843,103360,685940270,33.53689433,116.4477481,34.875,113.625,125618,1256313,25.625,112.1191549,25.625,112.375
9848,103360,687897674,33.51462956,116.4357025,34.875,113.625,131911,172111657,23.18591873,113.9861735,22.625,114.125
9853,103360,860727719,31.44346384,115.941287,34.875,113.625,126738,22386603,24.23849331,120.9544599,25.125,121.625
9875,125509,1557719350,23.68505571,80.70053757,25.625,85.125,132856,1268067,22.21872967,84.80747064,22.125,84.875
10163,103360,888804261,31.24779867,116.0472976,34.875,113.625,137535,4392344,19.96575934,110.2717525,19.875,110.375
10188,177333,152901738,-6.964115483,109.1311813,-6.125,106.875,181075,4147978,-8.491110006,115.2059971,-8.625,115.125
10191,177333,157286304,-7.006344192,109.2998147,-6.125,106.875,181079,3479211,-8.613205659,116.3105345,-8.625,116.125
10192,125509,1569090565,23.67235977,80.68288187,25.625,85.125,127046,24445443,25.12460959,67.71264777,24.875,67.125
10310,147896,11134616,14.06361427,43.94019708,13.875,44.125,145550,7628252,15.57100981,43.81540935,15.375,44.125
10328,123343,7394811,26.53557956,106.3211769,26.625,106.625,121619,3508662,27.3585956,105.1437641,27.375,105.375
10333,123343,11671987,26.80683695,105.9233084,26.625,106.625,123336,1002870,26.625,104.8827034,26.625,104.875
10382,125509,1602728251,23.68651668,80.46733698,25.625,85.125,147167,1688477,14.40641677,79.93207629,14.375,79.875
10470,125509,1609361390,23.66069926,80.45576804,25.625,85.125,126560,2825636,25.08277526,75.94968487,25.125,75.875
10523,100189,3506726,36.19978322,37.1192457,36.125,37.125,99599,1199779,36.2706637,36.14404122,36.375,36.125
10723,125509,1625224548,23.67708621,80.40274634,25.625,85.125,104399,1015430,34.375,70.39932984,34.375,70.375
10842,125509,1630862164,23.68255328,80.39637355,25.625,85.125,129201,2347382,23.76152241,78.80223031,23.875,78.875
10844,125509,1633366493,23.68268526,80.39384026,25.625,85.125,130742,4268726,23.14267395,80.03928204,23.125,79.875
10976,138048,35681549,19.41404318,-99.02570154,19.375,-99.125,139001,1026415,18.875,-97.05615163,18.875,-97.125
11004,178412,8055740,-6.853453438,39.19600828,-6.875,39.125,177324,1031352,-6.125,39.17852683,-6.125,39.125
11006,135066,27655361,20.8083155,105.998047,21.125,105.875,139435,2544328,18.90212642,105.5434154,18.875,105.625
11015,103360,902389303,31.1605043,116.0026476,34.875,113.625,89425,1329034,40.75316771,114.9378989,40.625,115.125
11163,125509,1657704892,23.68483044,80.36644727,25.625,85.125,107902,1291513,32.875,70.71682428,32.875,70.625
11186,160326,8401525,5.693648727,-0.381599278,5.625,-0.125,161400,1681854,5.01362425,-1.622078224,4.875,-1.875
11201,101639,75794965,35.38085737,138.1748643,35.625,139.625,103996,2122815,34.59411259,133.8151621,34.625,133.875
11235,100189,5527449,36.18640247,36.85042017,36.125,37.125,97734,2171220,37.09116338,37.31190817,37.125,37.125
11326,75141,9284151,45.5531483,9.316729109,45.625,9.125,75906,3362910,45.4825167,11.67007175,45.375,11.875
11345,154939,6290566,9.043604781,7.379740472,9.125,7.375,153749,2369000,9.795177712,8.794441853,9.875,8.875
11358,123343,14902922,26.80526654,105.7352398,26.625,106.625,121053,1878072,27.63443667,106.8869821,27.625,106.875
11376,125509,1665532729,23.70359106,80.33751521,25.625,85.125,146778,1034834,14.50149179,78.82671786,14.625,78.625
11402,103360,907819885,31.1556286,115.9856034,34.875,113.625,125070,6304170,25.90371274,115.2481795,25.875,114.875
11403,103360,914124055,31.11940926,115.9805179,34.875,113.625,122228,1366166,27.04350862,114.9634065,27.125,115.125
11441,113758,84516938,30.29538362,105.4776491,30.625,104.125,123343,18343025,26.96788336,105.8716197,26.625,106.625
11453,85708,9265452,41.89142181,-87.87827251,41.875,-87.625,82368,1398617,43.04393331,-88.0103294,43.125,-87.875
11459,86174,22099133,41.47836823,123.004791,41.875,123.375,88127,2406464,40.97333744,120.9951453,41.125,121.125
11467,138048,37012542,19.39671613,-98.95446375,19.375,-99.125,135612,7087142,20.77486104,-101.0388735,20.625,-101.375
11552,167843,53852054,-0.020629538,34.86922964,0.125,34.625,167469,7186041,0.435357156,30.20649654,0.375,29.375
11566,109609,31770298,32.5878825,35.52007593,32.125,34.875,103688,3073889,34.86250923,36.53447607,34.625,36.875
11618,95607,6499683,37.66742661,-122.0938003,37.875,-122.375,93822,2403640,38.56557606,-121.3605154,38.625,-121.375
11636,125509,1671496561,23.69460163,80.32778566,25.625,85.125,127153,2150370,24.67330006,93.88173803,24.875,93.875
11685,167843,61415825,0.036434879,34.30322052,0.125,34.625,170762,36321838,-2.315183286,29.77516474,-1.875,30.125
11693,125509,1674409338,23.69689206,80.34468601,25.625,85.125,123774,2491005,26.26521008,73.10613121,26.375,73.125
11699,125509,1677729386,23.70062114,80.32978777,25.625,85.125,135457,1028587,20.875,70.70667394,20.875,70.625
11739,96815,45152756,37.75788031,126.6841884,37.625,127.125,90734,2225142,40.05149525,124.3791142,40.125,124.375
11836,152020,2421865,10.8884287,-74.84965476,10.875,-74.875,152807,1046542,10.48814548,-75.41718201,10.375,-75.375
11954,126667,7467181,24.88192745,102.7308289,25.125,102.625,126137,2619887,25.41424396,104.0524925,25.375,103.875
12001,103360,922540877,31.09371269,115.9721904,34.875,113.625,113758,104829262,29.66542675,105.5416298,30.625,104.125
12070,146462,12231466,14.75538854,-91.09340734,14.625,-90.625,148008,4774445,13.7594982,-89.31402391,13.625,-89.125
12105,125509,1692432364,23.69967785,80.29740328,25.625,85.125,103816,7177959,34.60937888,69.16528248,34.625,69.125
12141,138048,44806036,19.61659328,-99.29842999,19.375,-99.125,137581,1037663,19.57227768,-96.90754236,19.625,-96.875
12163,103360,1029524045,30.94635778,114.8983783,34.875,113.625,108672,1058031,32.67732432,110.8412349,32.625,110.875
12242,119414,4193894,27.94183401,-82.4313775,28.125,-82.625,118237,2500033,28.59629798,-81.38679094,28.625,-81.375
12383,139528,5637838,18.51236396,-69.93139892,18.625,-69.875,138087,2233076,19.40489587,-70.57061504,19.375,-70.625
12447,158310,10141855,7.012566993,125.1792513,7.125,125.625,156754,4951496,8.191313141,124.1691036,8.125,124.125
12492,101639,80581956,35.34440159,137.9806884,35.625,139.625,104576,1718327,34.44484221,132.4934463,34.375,132.625
12515,103360,1034198852,30.93840046,114.8794112,34.875,113.625,126667,13326449,25.11621801,103.4142704,25.125,102.625
12572,167843,101611454,-0.860853898,32.5748815,0.125,34.625,168520,1506947,-0.377681581,31.60956133,-0.375,31.625
12612,96815,47716516,37.86889433,126.5690871,37.625,127.125,102800,10679281,35.45481268,128.8609861,35.125,129.125
12634,125509,1712160394,23.74091217,80.24469952,25.625,85.125,138896,1994070,19.10088613,82.4362807,19.125,82.375
12673,103360,1051257539,30.85241702,114.7137332,34.875,113.625,121612,1371122,27.27365107,103.6382846,27.375,103.625
12726,54818,42871668,51.35121272,5.497687226,52.125,4.375,60848,12643814,49.36084571,8.682809159,50.125,8.625
12764,56276,41333647,52.2845504,-1.067696153,51.625,-0.125,57008,3267637,51.51007949,-3.013871454,51.375,-2.625
12817,99550,2755242,36.45580806,6.551291955,36.375,6.625,100141,1751982,36.06622642,5.294123313,36.125,5.375
12898,103360,1055677845,30.84411156,114.6877656,34.875,113.625,128272,2723361,24.36670409,109.3979486,24.375,109.375
12916,163767,2039951,3.218170865,31.0032271,3.125,30.875,164742,1672104,2.466188108,30.82243613,2.375,31.125
12923,80731,5587808,43.86079747,125.3064428,43.875,125.375,82880,1231540,43.22095669,124.3661223,43.125,124.375
12973,103360,1059859923,30.81899343,114.6670603,34.875,113.625,127232,1020015,24.82583798,113.5972386,24.875,113.625
12980,100402,3277461,36.09088678,103.813042,36.125,103.875,101529,1767812,35.5113014,103.3760869,35.625,103.125
13087,109609,35434442,32.8168655,35.617719,32.125,34.875,100189,9334473,36.34046423,36.89880199,36.125,37.125
13221,103360,1064230449,30.80588678,114.6494678,34.875,113.625,121065,1659887,27.76607301,110.0521365,27.625,109.875
13300,159597,112255072,6.383915439,5.507446445,6.125,6.875,160326,10348741,5.579121521,-0.598542144,5.625,-0.125
13308,98901,9972100,36.62189649,3.311600691,36.625,3.125,99550,5402573,36.33049287,6.015740208,36.375,6.625
13337,54818,56397606,50.89058231,6.2469709,52.125,4.375,54835,1471778,51.99455624,8.574467413,52.125,8.625
13345,159597,122852622,6.315340284,4.981207556,6.125,6.875,158828,5046017,6.665427628,-1.606936198,6.625,-1.625
13380,167843,105348191,-0.86955218,32.53836196,0.125,34.625,164749,2126698,2.181132559,32.896861,2.375,32.875
13542,98901,15765263,36.51738648,4.275803177,36.625,3.125,98277,1100586,36.7897143,7.601687192,36.875,7.625
13591,161643,11163977,4.39932518,-74.16273926,4.625,-74.125,161288,2762356,4.695257327,-75.55247305,4.875,-75.625
13639,75141,14204270,45.56390149,10.10584768,45.625,9.125,78157,2429241,44.63481191,10.9712953,44.625,10.875
13648,89021,30596418,40.66536567,-74.19236664,40.625,-73.875,93387,8467814,39.01406712,-77.02700644,38.875,-77.125
13657,80961,8319495,43.6642217,-79.57550763,43.625,-79.375,83119,1071576,42.96964798,-78.89234641,42.875,-78.875
13675,138048,48360436,19.6277951,-99.20263173,19.375,-99.125,137564,1060065,19.68225451,-101.1567389,19.625,-101.125
13871,80731,7479621,43.73141007,125.1479782,43.875,125.375,80736,1805601,43.85765481,126.6097238,43.875,126.625
14033,158609,46763309,7.754689951,38.23541364,6.875,38.375,151888,9254488,11.11771364,37.65614205,11.125,37.625
14044,158609,57373376,8.356460486,38.14813974,6.875,38.375,151896,2076512,11.10010392,39.56689643,11.125,39.625
14074,150682,44838980,12.07967765,8.382151841,11.875,8.375,154939,10295434,9.289698472,7.891863058,9.125,7.375
14118,159597,129841024,6.334611409,4.685699866,6.125,6.875,150682,55528152,11.54928599,8.293918448,11.875,8.375
14238,103360,1078183966,30.77368378,114.6157991,34.875,113.625,135066,32467871,20.64095648,105.9439974,21.125,105.875
14349,148868,3203991,13.18806845,5.321931577,13.125,5.375,149945,1191393,12.47562171,4.518541216,12.375,4.375
14355,158609,63536129,8.613656446,38.2667208,6.875,38.375,149705,1161838,12.5198427,37.37754209,12.625,37.375
14438,98383,3079508,37.03465066,42.85112898,36.875,42.875,100212,2637559,36.07746381,42.97048251,36.125,42.875
14563,159597,189079792,7.922544158,5.795756562,6.125,6.875,158457,1136165,6.880610981,0.488634683,6.875,0.375
14610,146835,44333828,14.78384478,120.9466989,14.625,121.125,143163,1779836,16.83421506,121.6327903,16.875,121.625
14712,125509,1751202731,23.73290461,80.20843511,25.625,85.125,119748,1370268,28.04443675,73.47193067,28.125,73.625
14745,98901,17873451,36.52690031,4.638438941,36.625,3.125,100125,1969523,36.14261188,1.407502159,36.125,1.375
14770,158609,65991989,8.675447839,38.2377019,6.875,38.375,154675,6451400,9.220448507,41.6119936,9.375,42.125
14783,152841,10455883,10.31241394,-67.3194573,10.375,-66.875,153228,1815038,10.13620073,-69.330991,10.125,-69.375
14792,80731,10897774,43.84521408,125.4603743,43.875,125.375,74805,10152421,45.64256785,126.6279094,45.875,126.625
14823,75141,18885125,45.35276287,10.37153295,45.625,9.125,80338,2290622,43.78550335,10.89128881,43.875,11.125
14884,54818,60062691,50.90720364,6.358378147,52.125,4.375,69630,7515616,47.41948468,8.23993163,47.375,8.625
14945,103360,1119908202,30.44897613,114.3408584,34.875,113.625,96764,1381565,37.60087084,110.9842511,37.625,111.125
15008,158609,73987384,8.718362096,38.52649682,6.875,38.375,158216,1014410,7.009231967,35.62861787,7.125,35.625
15049,98901,20085151,36.48437158,4.282945601,36.625,3.125,101260,3948778,35.67053523,-0.185976649,35.625,-0.625
15062,86174,26608399,41.47724881,122.8010437,41.875,123.375,80731,22557668,44.70933194,126.0546522,43.875,125.375
15087,160880,3322290,5.350406722,100.4888399,5.375,100.375,161930,1054932,4.561058675,101.1278443,4.625,101.125
15174,159597,191869310,7.926214621,5.752748991,6.125,6.875,148868,5586500,12.87954999,5.028061309,13.125,5.375
